CNES - Recursos Humanos - Ocupações - segundo CBO 2002 - Brasil
Total por Município e Ano/mês compet.
Profissionais selecionados: .. Clínico Geral
Período:Dez/2007, Dez/2008, Dez/2009, Dez/2010, Dez/2011, Dez/2012, Dez/2013, Dez/2014, Nov/2015, Dez/2016, Dez/2017, Dez/2018, Dez/2019, Dez/2020
"Município";"2007/Dez";"2008/Dez";"2009/Dez";"2010/Dez";"2011/Dez";"2012/Dez";"2013/Dez";"2014/Dez";"2015/Nov";"2016/Dez";"2017/Dez";"2018/Dez";"2019/Dez";"2020/Dez"
"251250 Queimadas";3;3;2;4;4;22;15;30;28;22;12;17;15;14
"251260 Quixabá";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"251270 Remígio";10;9;8;8;8;9;6;9;7;7;11;7;6;8
"251274 Riachão";-;-;-;-;1;-;-;-;-;-;-;-;-;2
"251275 Riachão do Bacamarte";-;-;1;1;-;-;-;-;-;-;-;-;-;-
"251276 Riachão do Poço";2;1;1;1;1;-;-;-;-;-;-;-;-;-
"251278 Riacho de Santo Antônio";-;-;-;1;1;-;-;-;-;3;2;-;-;2
"251280 Riacho dos Cavalos";2;2;5;4;1;3;3;3;3;2;2;2;2;3
"251290 Rio Tinto";5;6;9;9;4;4;5;5;4;6;7;6;12;15
"251300 Salgadinho";-;-;-;1;-;-;-;-;-;-;-;-;-;2
"251310 Salgado de São Félix";1;-;2;1;1;1;1;1;1;1;1;1;1;3
"251320 Santa Cruz";2;2;5;5;2;4;2;4;1;2;2;2;1;3
"251330 Santa Helena";2;1;1;2;2;1;-;-;1;1;-;-;-;-
"251335 Santa Inês";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251340 Santa Luzia";7;11;13;17;26;24;23;24;24;20;19;18;19;23
"251370 Santa Rita";35;35;35;39;43;43;41;40;34;39;39;54;55;86
"251380 Santa Teresinha";-;-;-;-;-;-;-;-;-;-;-;-;-;2
"251350 Santana de Mangueira";1;1;2;2;2;2;2;2;2;1;-;1;-;1
"251360 Santana dos Garrotes";-;-;1;3;2;3;1;-;-;1;1;1;-;3
"251385 Santo André";-;-;3;3;2;-;1;-;-;-;-;-;-;-
"251392 São Bentinho";-;-;-;2;2;2;1;1;1;-;-;-;1;3
"251390 São Bento";5;10;10;7;7;10;11;12;10;8;13;12;11;15
"251396 São Domingos";-;1;1;1;1;2;1;1;-;-;-;-;-;-
"251394 São Domingos do Cariri";2;3;3;3;4;4;3;1;2;3;3;3;3;4
"251398 São Francisco";2;2;2;2;3;3;3;2;1;1;1;1;1;3
"251400 São João do Cariri";4;5;5;5;4;4;2;1;1;-;-;-;-;2
"250070 São João do Rio do Peixe";12;8;10;10;9;6;6;7;6;4;5;4;5;6
"251410 São João do Tigre";-;-;-;-;-;-;-;-;-;-;-;-;-;2
"251420 São José da Lagoa Tapada";1;2;1;1;-;2;1;1;1;-;-;1;-;1
"251430 São José de Caiana";1;2;2;1;2;2;2;2;2;2;1;2;1;2
"251440 São José de Espinharas";-;-;-;-;-;-;-;-;-;1;-;-;-;2
"251450 São José de Piranhas";4;5;4;3;3;3;8;6;8;5;4;4;6;8
"251455 São José de Princesa";-;-;-;1;1;1;1;1;1;1;1;-;-;3
"251465 São José do Brejo do Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-;2
"251470 São José do Sabugi";-;-;-;1;1;1;5;5;3;2;1;1;1;3
"251480 São José dos Cordeiros";-;-;-;-;1;-;-;-;-;-;-;-;-;-
"251445 São José dos Ramos";1;1;3;2;3;4;2;1;1;1;2;1;1;3
"251490 São Mamede";4;5;3;5;4;13;18;15;12;9;11;13;13;10
"251500 São Miguel de Taipu";-;-;1;2;2;2;2;1;1;1;1;1;1;5
"251510 São Sebastião de Lagoa de Roça";-;-;2;2;2;2;1;1;1;1;-;1;-;5
"251520 São Sebastião do Umbuzeiro";2;2;2;2;1;1;1;1;1;-;-;-;-;2
"251540 São Vicente do Seridó";7;7;4;5;3;3;3;3;3;3;2;3;4;6
"251530 Sapé";9;12;19;19;20;19;17;18;18;16;41;19;23;22
"251550 Serra Branca";8;9;11;16;7;11;9;11;9;14;10;8;9;13
"251560 Serra da Raiz";2;-;-;1;1;1;1;1;1;1;-;-;-;2
"251570 Serra Grande";1;-;-;2;2;1;1;1;-;-;-;-;-;2
"251580 Serra Redonda";1;1;1;2;2;1;1;1;1;-;2;1;1;1
"251590 Serraria";1;3;7;9;13;10;10;6;3;4;4;3;2;3
"251593 Sertãozinho";-;-;-;1;1;2;2;1;-;1;-;-;-;2
"251597 Sobrado";-;-;-;2;2;1;2;2;1;1;1;1;1;1
"251600 Solânea";7;18;16;16;11;17;19;11;11;7;8;7;7;13
"251610 Soledade";15;7;4;11;6;9;9;8;6;8;12;10;12;13
"251620 Sousa";56;50;104;92;54;54;54;49;56;63;52;51;58;60
"251630 Sumé";6;10;8;9;8;11;9;9;11;10;7;6;7;6
"251640 Tacima";-;-;-;-;-;2;1;1;-;-;-;-;-;-
"251650 Taperoá";4;4;4;5;5;8;9;18;7;12;17;13;8;10
"251660 Tavares";5;5;6;7;7;5;4;5;4;5;7;7;6;7
"251670 Teixeira";4;8;8;10;5;3;4;7;5;5;5;3;4;3
"251675 Tenório";1;1;-;2;2;2;-;-;-;-;-;-;-;-
"251680 Triunfo";-;-;-;1;1;1;1;2;1;1;1;1;-;5
"251690 Uiraúna";11;12;14;19;17;16;15;15;15;19;15;14;11;11
"251700 Umbuzeiro";-;-;-;-;1;3;3;-;1;1;-;-;1;7
"251710 Várzea";6;5;3;4;2;1;2;2;2;1;-;-;-;3
"251720 Vieirópolis";-;-;-;1;1;1;2;2;1;1;1;1;1;2
"250550 Vista Serrana";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"251740 Zabelê";-;-;-;-;-;-;-;-;-;-;-;-;-;2
"260005 Abreu e Lima";13;27;38;29;28;30;34;36;44;32;33;41;34;37
"260010 Afogados da Ingazeira";38;52;42;48;50;48;51;46;44;46;51;44;44;57
"260020 Afrânio";7;8;10;12;6;7;8;8;12;10;19;11;11;10
"260030 Agrestina";10;9;8;7;7;11;12;11;11;11;11;18;16;20
"260040 Água Preta";7;7;7;6;2;1;1;5;6;4;5;5;7;9
"260050 Águas Belas";3;4;15;15;5;6;9;11;13;12;13;13;10;13
"260060 Alagoinha";4;7;4;6;4;3;5;5;5;6;6;8;5;4
"260070 Aliança";7;9;9;10;5;5;7;9;6;10;8;7;6;7
"260080 Altinho";8;7;9;7;7;7;5;6;5;5;8;7;10;14
"260090 Amaraji";7;9;3;6;3;5;5;7;7;9;9;7;5;7
"260100 Angelim";4;7;9;7;4;2;3;6;6;5;3;4;3;3
"260105 Araçoiaba";5;5;7;4;3;2;2;3;3;3;4;3;3;4
"260110 Araripina";17;18;21;29;21;26;29;27;27;23;29;24;24;35
"260120 Arcoverde";64;68;69;73;46;43;33;59;37;51;66;60;57;60
"260130 Barra de Guabiraba";1;3;5;5;5;5;7;7;6;9;7;8;6;9
"260140 Barreiros";21;21;20;25;16;15;25;29;23;19;17;30;25;15
"260150 Belém de Maria";7;5;7;8;5;2;3;2;2;5;5;4;6;5
"260160 Belém do São Francisco";6;6;6;8;7;7;7;9;8;6;9;7;7;9
"260170 Belo Jardim";23;19;17;22;20;11;23;25;13;17;22;26;24;20
"260180 Betânia";3;2;1;2;3;5;4;6;4;4;5;6;5;8
"260190 Bezerros";21;30;43;25;26;20;29;26;21;26;28;25;29;30
"260200 Bodocó";10;7;12;11;9;7;10;12;11;10;11;12;13;18
"260210 Bom Conselho";20;30;33;17;12;10;15;13;14;11;19;20;21;21
"260220 Bom Jardim";15;17;16;13;10;10;12;15;14;11;13;9;13;14
"260230 Bonito";17;17;16;16;11;9;6;5;8;14;16;14;11;17
"260240 Brejão";-;-;1;1;1;1;2;2;1;-;3;3;2;6
"260250 Brejinho";4;4;8;9;7;8;7;6;6;6;5;6;5;6
"260260 Brejo da Madre de Deus";11;15;15;20;18;16;19;17;24;19;23;15;15;17
"260270 Buenos Aires";5;1;3;4;3;3;2;2;4;4;5;5;6;5
"260280 Buíque";11;10;8;9;13;12;14;12;12;15;16;14;15;19
"260290 Cabo de Santo Agostinho";73;87;103;147;174;183;174;185;174;172;182;190;186;198
"260300 Cabrobó";7;5;10;10;7;8;8;8;9;8;9;10;17;18
"260310 Cachoeirinha";8;7;8;7;3;5;8;4;6;5;8;9;7;10
"260320 Caetés";5;8;10;9;6;3;6;5;6;6;8;8;6;17
"260330 Calçado";4;2;8;9;1;1;3;2;2;2;2;5;6;6
"260340 Calumbi";4;4;6;1;2;6;5;2;2;1;3;3;2;2
"260345 Camaragibe";85;104;65;63;40;37;41;37;34;34;31;41;36;87
"260350 Camocim de São Félix";7;5;9;7;8;3;6;4;4;5;6;8;8;7
"260360 Camutanga";3;6;12;9;4;4;8;3;4;5;4;4;6;7
"260370 Canhotinho";6;7;6;6;10;7;8;8;3;4;7;6;9;10
"260380 Capoeiras";5;7;8;13;3;3;5;5;8;4;6;6;6;7
"260390 Carnaíba";8;6;4;4;8;9;10;8;9;8;8;9;6;9
"260392 Carnaubeira da Penha";3;3;2;1;3;3;2;4;8;7;9;7;9;8
"260400 Carpina";32;25;33;37;24;18;34;35;34;36;34;37;41;42
"260410 Caruaru";206;177;175;232;162;227;264;282;316;321;299;330;339;458
"260415 Casinhas";10;9;10;10;6;7;3;4;7;4;6;8;5;5
"260420 Catende";4;7;7;8;3;2;5;4;3;4;3;3;3;3
"260430 Cedro";7;15;7;15;8;6;7;7;5;6;8;8;7;7
"260440 Chã de Alegria";11;12;14;18;5;7;7;4;4;2;6;11;11;9
"260450 Chã Grande";19;24;14;12;13;14;13;15;8;7;9;7;10;19
"260460 Condado";8;7;10;12;11;5;3;3;5;4;10;6;4;8
"260470 Correntes";8;9;11;12;6;5;6;9;8;5;8;6;4;6
"260480 Cortês";7;7;8;8;6;4;9;2;8;4;6;6;4;13
"260490 Cumaru";9;8;10;13;8;8;8;8;9;8;7;10;10;13
"260500 Cupira";8;7;7;5;6;6;8;5;6;9;7;8;10;9
"260510 Custódia";8;17;20;18;13;11;16;23;22;14;14;14;11;19
"260515 Dormentes";2;5;4;6;7;6;13;11;14;11;12;9;11;14
"260520 Escada";46;33;30;31;25;24;20;27;16;18;13;16;18;18
"260530 Exu";6;9;6;7;8;8;7;8;7;9;5;16;14;13
"260540 Feira Nova";7;7;11;5;2;1;2;7;3;4;6;7;4;14
"260545 Fernando de Noronha";4;4;4;3;2;2;4;9;7;7;10;10;9;9
"260550 Ferreiros";1;1;4;7;5;4;5;5;5;7;5;5;4;3
"260560 Flores";9;9;6;5;4;5;5;7;5;3;4;8;7;8
"260570 Floresta";12;8;14;16;13;8;8;9;7;6;13;17;12;12
"260580 Frei Miguelinho";10;10;9;7;5;4;2;3;1;1;4;4;6;9
"260590 Gameleira";7;6;5;5;5;3;3;8;6;5;7;5;5;10
"260600 Garanhuns";71;86;95;90;69;71;81;78;69;71;65;70;58;125
"260610 Glória do Goitá";7;10;12;13;9;8;10;9;7;11;10;9;8;19
"260620 Goiana";54;59;61;59;40;34;54;53;55;58;65;58;45;80
"260630 Granito";2;3;4;4;6;6;4;4;4;4;4;6;7;3
"260640 Gravatá";40;51;54;72;42;43;47;51;35;37;35;63;39;39
"260650 Iati";7;6;5;7;4;2;6;6;6;4;5;6;6;8
"260660 Ibimirim";3;4;7;8;7;4;6;7;7;4;7;5;5;5
"260670 Ibirajuba";14;5;3;4;3;3;4;3;5;7;5;7;6;5
"260680 Igarassu";41;58;68;67;56;57;85;98;77;78;87;85;77;98
"260690 Iguaracy";5;5;4;4;4;3;5;5;5;2;4;3;2;4
"260760 Ilha de Itamaracá";17;17;14;16;14;15;18;22;16;17;26;21;21;21
"260700 Inajá";3;3;6;4;3;2;4;3;4;4;5;5;6;8
"260710 Ingazeira";2;2;8;8;6;5;4;3;2;4;2;1;1;4
"260720 Ipojuca";55;77;63;68;72;72;67;80;83;78;116;107;117;147
"260730 Ipubi";6;5;5;7;3;6;9;7;10;7;10;9;7;5
"260740 Itacuruba";2;2;2;3;3;3;3;2;3;2;2;2;4;2
"260750 Itaíba";1;1;6;5;2;2;5;5;4;3;7;4;7;8
"260765 Itambé";14;23;24;30;16;19;16;19;22;17;15;10;13;18
"260770 Itapetim";7;6;7;5;5;6;9;5;5;5;4;3;2;3
"260775 Itapissuma";11;6;16;15;16;17;10;10;12;13;19;21;16;17
"260780 Itaquitinga";9;7;7;8;6;6;8;7;7;7;6;5;6;5
"260790 Jaboatão dos Guararapes";137;183;193;234;242;252;252;253;287;326;334;382;444;512
"260795 Jaqueira";1;1;1;1;1;1;5;6;5;4;5;5;5;4
"260800 Jataúba";14;9;5;9;8;6;4;8;7;6;6;7;11;11
"260805 Jatobá";10;10;12;10;5;7;10;12;11;9;5;5;7;7
"260810 João Alfredo";12;15;12;9;6;9;11;14;14;15;12;13;14;14
"260820 Joaquim Nabuco";5;4;7;7;5;4;4;4;4;6;6;6;2;5
"260825 Jucati";1;2;1;1;-;-;-;1;1;1;1;2;2;14
"260830 Jupi";5;5;7;8;2;3;5;5;1;1;6;6;6;7
"260840 Jurema";3;3;4;4;5;5;5;6;5;4;6;7;7;7
"260850 Lagoa de Itaenga";8;7;8;4;1;1;1;1;1;-;4;6;6;6
"260845 Lagoa do Carro";9;9;5;10;6;2;4;4;4;4;7;7;6;13
"260860 Lagoa do Ouro";8;7;7;9;7;6;5;6;5;6;6;5;3;5
"260870 Lagoa dos Gatos";2;4;4;4;1;4;3;6;6;2;4;4;4;15
"260875 Lagoa Grande";3;5;8;13;11;7;8;6;6;10;6;6;8;8
"260880 Lajedo";8;8;6;7;5;7;12;15;15;10;13;12;13;10
"260890 Limoeiro";17;18;16;36;22;28;29;38;35;39;32;29;35;38
"260900 Macaparana";18;19;21;22;12;14;10;10;7;11;17;13;11;14
"260910 Machados";9;13;14;13;6;6;6;7;7;5;5;3;5;6
"260915 Manari";2;2;4;4;6;2;4;4;5;5;4;4;4;8
"260920 Maraial";6;6;5;5;3;2;2;3;2;1;5;3;3;3
"260930 Mirandiba";4;2;3;5;3;3;6;7;5;5;5;4;3;6
"261430 Moreilândia";3;3;7;7;1;2;10;8;7;4;2;5;3;8
"260940 Moreno";21;31;27;20;21;22;16;20;20;24;25;25;21;17
"260950 Nazaré da Mata";21;22;21;27;10;25;21;24;18;20;20;19;20;19
"260960 Olinda";143;186;241;239;206;207;244;241;214;227;217;211;236;289
"260970 Orobó";11;17;20;18;7;6;8;7;7;6;9;5;3;4
"260980 Orocó";4;7;10;10;4;5;6;5;4;1;7;8;9;8
"260990 Ouricuri";34;36;48;47;30;30;33;31;28;33;32;26;24;28
"261000 Palmares";31;34;39;53;30;35;43;47;39;49;56;61;62;62
"261010 Palmeirina";1;3;1;1;-;2;3;1;3;2;-;4;5;8
"261020 Panelas";6;3;4;3;5;7;5;5;6;6;7;5;6;8
"261030 Paranatama";2;2;4;2;1;1;5;4;3;5;5;6;4;6
"261040 Parnamirim";8;10;11;12;7;5;6;5;4;3;9;6;6;8
"261050 Passira";4;4;9;7;11;10;5;6;4;5;6;5;5;8
"261060 Paudalho";16;22;21;20;11;9;15;11;18;15;11;22;39;41
"261070 Paulista";85;121;105;195;173;207;199;210;204;185;187;181;192;192
"261080 Pedra";9;12;11;9;3;3;9;6;6;3;6;6;4;4
"261090 Pesqueira";18;22;28;26;27;22;22;31;26;19;28;27;26;27
"261100 Petrolândia";12;13;19;18;17;22;20;24;21;19;19;22;22;26
"261110 Petrolina";100;110;134;133;129;142;182;188;208;215;243;256;268;380
"261120 Poção";2;2;7;11;4;3;3;3;3;3;2;3;5;5
"261130 Pombos";7;10;10;7;8;3;3;5;5;5;8;10;8;21
"261140 Primavera";1;2;2;2;4;4;5;3;3;3;8;5;7;9
"261150 Quipapá";6;5;7;7;9;6;5;4;3;4;4;3;7;6
"261153 Quixaba";3;2;2;2;3;4;4;4;3;2;3;4;4;5
"261160 Recife";1609;1933;1957;2120;2163;2146;2220;2347;2085;2263;2406;2424;2495;2849
"261170 Riacho das Almas";9;7;9;13;13;7;8;8;7;9;6;6;11;7
"261180 Ribeirão";17;20;15;16;17;9;7;5;3;3;1;6;8;12
"261190 Rio Formoso";13;13;11;11;4;5;7;6;5;3;5;8;5;6
"261200 Sairé";10;13;6;7;8;4;6;4;3;8;5;5;5;7
"261210 Salgadinho";8;5;5;7;4;3;5;4;4;5;3;9;8;7
"261220 Salgueiro";38;49;46;48;45;35;51;47;46;46;48;41;40;53
"261230 Saloá";2;4;4;2;2;1;2;2;4;4;2;5;5;8
"261240 Sanharó";5;5;5;7;8;6;6;4;4;7;14;8;10;12
"261245 Santa Cruz";4;5;7;3;5;7;8;8;10;9;7;6;5;5
"261247 Santa Cruz da Baixa Verde";3;4;8;9;7;5;6;6;4;5;4;4;5;2
"261250 Santa Cruz do Capibaribe";50;46;48;54;24;28;38;37;30;39;48;41;38;37
"261255 Santa Filomena";2;2;4;4;1;4;3;3;4;1;12;4;6;8
"261260 Santa Maria da Boa Vista";6;10;12;11;8;7;9;8;4;6;9;8;8;6
"261270 Santa Maria do Cambucá";9;3;7;7;2;2;3;5;3;3;4;4;4;4
"261280 Santa Terezinha";5;5;5;5;5;3;1;2;3;5;5;6;6;5
"261290 São Benedito do Sul";4;4;5;6;4;6;5;5;5;5;5;4;4;4
"261300 São Bento do Una";17;15;15;15;8;9;16;10;9;8;12;14;16;15
"261310 São Caitano";10;9;10;11;10;10;9;13;16;10;17;14;17;14
"261320 São João";7;7;7;8;6;4;5;6;7;6;6;6;6;8
"261330 São Joaquim do Monte";8;13;9;12;8;5;10;11;11;12;9;12;11;18
"261340 São José da Coroa Grande";9;9;10;10;6;7;7;6;4;4;4;6;5;5
"261350 São José do Belmonte";12;16;10;18;11;11;17;13;11;11;14;8;6;14
"261360 São José do Egito";17;16;15;16;11;12;11;22;15;16;9;6;13;14
"261370 São Lourenço da Mata";14;14;22;58;45;80;67;65;78;62;76;64;67;77
"261380 São Vicente Ferrer";11;10;12;10;6;8;8;9;9;6;6;7;4;11
"261390 Serra Talhada";93;84;103;119;95;87;90;87;87;94;98;85;88;133
"261400 Serrita";11;10;7;6;5;4;7;10;4;5;8;6;6;7
"261410 Sertânia";7;14;11;11;14;19;16;13;13;9;18;18;20;20
"261420 Sirinhaém";13;15;10;20;7;9;12;11;9;8;9;7;8;9
"261440 Solidão";2;2;2;3;3;3;2;2;3;3;1;2;1;5
"261450 Surubim";26;35;46;57;31;24;23;32;39;43;46;41;34;39
"261460 Tabira";16;16;16;13;15;11;10;10;6;7;8;7;6;6
"261470 Tacaimbó";5;5;2;2;1;1;2;1;2;2;4;6;8;8
"261480 Tacaratu";4;9;7;8;7;9;13;14;13;15;10;8;9;10
"261485 Tamandaré";5;5;6;5;4;4;2;2;2;2;2;2;2;2
"261500 Taquaritinga do Norte";7;4;6;6;8;7;10;9;7;7;10;9;10;7
"261510 Terezinha";3;3;5;3;2;2;4;3;2;2;5;7;6;7
"261520 Terra Nova";2;2;5;4;2;7;4;2;3;3;3;3;4;3
"261530 Timbaúba";11;18;22;23;22;19;24;25;20;18;21;23;18;29
"261540 Toritama";7;8;10;11;6;3;9;15;14;6;3;2;5;16
"261550 Tracunhaém";3;8;10;10;3;2;3;5;2;5;2;5;3;5
"261560 Trindade";5;6;6;15;9;13;9;9;10;11;9;16;17;15
"261570 Triunfo";2;5;7;6;4;6;5;5;4;6;6;8;9;11
"261580 Tupanatinga";6;6;5;6;5;8;7;9;7;4;9;8;8;11
"261590 Tuparetama";5;4;7;8;3;6;7;6;4;2;6;5;5;6
"261600 Venturosa";7;6;4;9;7;4;8;7;7;6;11;7;6;6
"261610 Verdejante";5;3;4;3;3;4;2;4;3;1;4;3;4;2
"261618 Vertente do Lério";3;3;3;1;1;1;1;1;1;1;2;1;1;2
"261620 Vertentes";8;10;13;10;7;9;11;11;7;6;4;6;7;14
"261630 Vicência";11;10;15;18;12;12;16;10;9;13;12;7;6;3
"261640 Vitória de Santo Antão";103;101;97;88;76;93;103;104;87;87;90;87;86;103
"261650 Xexéu";3;4;1;1;2;2;4;7;6;6;8;5;6;9
"270010 Água Branca";6;7;13;9;9;11;11;11;12;12;12;14;15;15
"270020 Anadia";6;12;9;12;11;11;7;6;6;7;5;5;5;6
"270030 Arapiraca";149;137;171;169;156;153;160;180;195;219;248;258;260;332
"270040 Atalaia";12;14;17;17;10;14;17;17;14;14;10;13;11;12
"270050 Barra de Santo Antônio";7;3;2;1;2;6;11;3;3;6;9;7;9;10
"270060 Barra de São Miguel";14;15;14;7;8;7;8;5;5;6;2;2;1;3
"270070 Batalha";5;8;11;10;9;9;8;7;6;8;6;7;10;12
"270080 Belém";1;1;1;1;1;1;1;1;1;1;1;1;1;3
"270090 Belo Monte";2;1;1;1;1;1;1;3;2;3;3;3;3;4
"270100 Boca da Mata";1;7;14;11;12;7;6;4;3;6;6;5;5;8
"270110 Branquinha";4;5;2;6;3;2;2;2;2;2;3;4;2;2
"270120 Cacimbinhas";1;4;6;8;10;7;6;3;5;6;12;9;12;7
"270130 Cajueiro";5;5;7;8;8;9;10;8;12;7;2;9;6;8
"270135 Campestre";1;-;-;1;1;1;1;1;1;-;-;1;1;1
"270140 Campo Alegre";8;10;11;16;8;10;15;15;9;9;8;9;15;18
"270150 Campo Grande";1;2;1;1;1;1;2;1;1;1;1;1;1;3
"270160 Canapi";-;-;1;1;1;1;1;1;1;1;2;5;5;7
"270170 Capela";4;8;11;12;12;10;10;10;10;10;6;7;8;13
"270180 Carneiros";-;1;2;3;3;2;3;4;2;1;1;1;1;3
"270190 Chã Preta";3;4;5;5;5;3;3;2;2;2;1;1;1;1
"270200 Coité do Nóia";7;3;8;8;7;4;4;4;6;5;6;6;7;9
"270210 Colônia Leopoldina";3;6;3;5;8;7;12;11;8;6;2;10;8;12
"270220 Coqueiro Seco";4;4;4;2;2;4;3;3;-;-;6;5;6;12
"270230 Coruripe";10;22;29;24;20;22;25;39;69;92;37;32;30;29
"270235 Craíbas";9;12;11;9;9;9;8;7;6;7;6;7;7;11
"270240 Delmiro Gouveia";9;11;28;20;23;24;22;29;34;44;38;42;43;34
"270250 Dois Riachos";4;3;4;4;1;2;2;4;1;2;3;3;4;10
"270255 Estrela de Alagoas";1;2;2;3;2;2;2;1;2;1;1;1;1;3
"270260 Feira Grande";5;8;8;8;8;7;11;12;11;12;11;8;14;10
"270270 Feliz Deserto";2;2;3;3;3;4;4;2;2;2;2;1;1;2
"270280 Flexeiras";3;8;7;14;8;10;8;6;5;8;8;7;8;8
"270290 Girau do Ponciano";9;10;9;8;10;13;11;12;6;9;6;9;10;9
"270300 Ibateguara";8;9;6;7;8;7;9;6;8;8;6;6;6;10
"270310 Igaci";5;5;6;9;6;6;7;5;6;5;6;7;5;6
"270320 Igreja Nova";8;10;6;6;5;6;11;9;7;6;8;8;8;8
"270330 Inhapi";2;2;3;5;5;4;5;6;6;7;7;8;10;14
"270340 Jacaré dos Homens";1;1;2;1;1;1;1;1;1;1;2;2;2;2
"270350 Jacuípe";1;2;2;1;1;2;2;1;1;1;2;2;1;1
"270360 Japaratinga";2;3;3;2;3;3;3;4;2;3;2;2;2;4
"270370 Jaramataia";-;1;1;2;2;3;3;1;-;-;-;-;-;3
"270375 Jequiá da Praia";4;4;4;6;5;8;8;7;7;7;6;6;6;6
"270380 Joaquim Gomes";4;13;16;22;14;14;11;11;9;12;9;9;8;11
"270390 Jundiá";2;2;1;3;3;2;2;2;1;1;1;1;1;1
"270400 Junqueiro";5;5;7;6;6;7;10;11;8;11;8;7;10;7
"270410 Lagoa da Canoa";9;9;9;12;13;10;12;8;10;7;8;12;13;20
"270420 Limoeiro de Anadia";6;5;14;18;15;12;14;8;12;13;15;11;11;11
"270430 Maceió";683;659;991;866;730;753;755;789;769;837;1040;1227;1479;1825
"270440 Major Isidoro";4;6;10;13;10;7;5;9;11;8;8;8;8;7
"270490 Mar Vermelho";1;2;2;2;3;2;2;1;-;-;-;-;-;1
"270450 Maragogi";3;8;8;8;6;5;6;5;6;16;18;12;20;28
"270460 Maravilha";1;1;2;7;4;1;1;1;1;-;1;1;1;5
"270470 Marechal Deodoro";9;11;11;24;26;47;129;72;80;22;19;31;64;38
"270480 Maribondo";4;6;3;5;6;8;4;3;2;2;2;2;2;7
"270500 Mata Grande";3;5;5;6;4;4;4;6;5;7;9;8;12;10
"270510 Matriz de Camaragibe";7;10;14;6;7;6;6;8;8;8;9;7;4;8
"270520 Messias";4;3;3;6;6;6;5;5;8;7;4;5;4;8
"270530 Minador do Negrão";1;1;1;3;1;1;1;1;1;1;1;1;1;1
"270540 Monteirópolis";2;2;2;2;2;1;3;2;3;2;4;3;3;2
"270550 Murici";4;8;8;5;7;7;5;10;8;6;9;11;8;9
"270560 Novo Lino";5;5;4;3;3;4;3;3;2;3;2;1;2;2
"270570 Olho d'Água das Flores";5;7;6;8;5;5;5;5;8;9;8;5;4;9
"270580 Olho d'Água do Casado";1;1;1;1;2;1;1;1;1;1;-;-;-;2
"270590 Olho d'Água Grande";1;2;1;1;1;1;1;1;1;1;1;1;1;1
"270600 Olivença";1;2;4;7;4;4;5;4;2;3;2;2;2;5
"270610 Ouro Branco";-;-;-;1;-;-;2;1;-;1;1;1;1;3
"270620 Palestina";1;1;1;1;1;1;1;1;-;-;-;-;2;4
"270630 Palmeira dos Índios";39;40;34;41;31;33;42;66;73;60;63;75;73;77
"270640 Pão de Açúcar";8;5;10;10;10;10;12;11;10;7;8;10;10;10
"270642 Pariconha";-;1;3;2;1;1;4;5;4;4;3;3;3;6
"270644 Paripueira";2;2;4;7;6;11;8;11;10;9;9;10;8;16
"270650 Passo de Camaragibe";5;8;15;12;16;16;16;8;8;5;6;8;8;9
"270660 Paulo Jacinto";9;8;4;5;7;8;8;6;7;5;5;8;9;9
"270670 Penedo";15;23;17;17;17;20;29;24;29;32;34;21;27;28
"270680 Piaçabuçu";3;10;8;7;4;4;6;5;7;3;5;4;7;7
"270690 Pilar";8;9;18;18;19;21;16;12;17;14;23;15;10;18
"270700 Pindoba";1;2;2;2;1;1;-;1;2;2;1;1;2;-
"270710 Piranhas";5;7;8;8;5;6;7;6;2;2;3;7;9;17
"270720 Poço das Trincheiras";2;3;3;4;4;4;5;3;5;4;3;3;4;8
"270730 Porto Calvo";9;10;13;14;9;12;11;11;8;7;6;6;7;20
"270740 Porto de Pedras";2;2;1;2;1;-;3;4;-;-;1;4;3;5
"270750 Porto Real do Colégio";1;2;1;3;3;5;8;8;6;4;3;5;7;13
"270760 Quebrangulo";9;9;9;10;11;9;9;10;9;10;14;8;9;9
"270770 Rio Largo";14;25;24;24;21;21;9;14;26;37;33;41;35;94
"270780 Roteiro";3;2;2;2;2;1;1;3;1;1;2;2;2;4
"270790 Santa Luzia do Norte";7;5;2;4;-;1;3;1;1;1;2;1;2;6
"270800 Santana do Ipanema";10;13;20;31;30;22;28;32;22;22;22;31;38;69
"270810 Santana do Mundaú";2;2;3;3;5;5;5;4;6;5;3;3;3;9
"270820 São Brás";4;8;12;7;7;5;5;3;2;2;7;7;7;8
"270830 São José da Laje";7;7;8;9;8;15;6;7;7;8;10;10;8;14
"270840 São José da Tapera";9;14;21;21;14;14;8;9;9;6;10;9;8;10
"270850 São Luís do Quitunde";5;11;12;14;11;11;10;6;6;8;8;7;5;11
"270860 São Miguel dos Campos";11;9;15;16;14;11;11;10;18;30;47;36;43;57
"270870 São Miguel dos Milagres";-;-;-;1;1;-;-;-;-;-;-;-;1;2
"270880 São Sebastião";5;2;6;6;5;5;6;8;9;9;6;7;8;7
"270890 Satuba";4;5;4;5;4;4;4;6;6;5;4;5;5;10
